selection_rank,global_rank,code,name,exchange,industry,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,quality_score,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis
,421,603699,纽威股份,SH,通用设备,通过,保留,淘汰,综合得分未进入前30,50.2,28.19,9.26,389.1920153,3.38,1.18,17.602,33.364569,1.250869,13.190869,40.757877450100004,0.10472434,0.0,48,8,56,一致,20260804135715,待评,未进入30家初评队列
,447,603700,宁水集团,SH,通用设备,通过,保留,淘汰,综合得分未进入前30,11.12,51.5,1.4,22.23576706,0.0,1.49,18.249,24.79194,1.135695,11.47364,1.0141388211,0.04560845,0.0,43,12,55,一致,20260804135712,待评,未进入30家初评队列
,,603706,东方环宇,SH,燃气Ⅱ,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,18.96,8.74,2.14,35.90696257,-2.27,0.67,14.021,26.754511,1.943779,20.113942,12.6493872647,0.3522823,0.0,51,28,79,一致,20260804135712,待评,未进入30家初评队列
,104,603711,香飘飘,SH,饮料乳品,通过,保留,淘汰,综合得分未进入前30,11.26,12.45,1.31,46.48962366,-0.62,0.83,11.985,36.079384,2.03155,8.116631,12.6760231112,0.27266349,0.0,47,27,74,一致,20260804135710,待评,未进入30家初评队列
,221,603726,朗迪集团,SH,家电零部件Ⅱ,通过,保留,淘汰,综合得分未进入前30,22.28,11.82,2.97,41.34261204,3.97,2.4,12.082,20.821209,1.054251,7.803419,5.8097596231,0.14052715,0.0,40,28,68,一致,20260804135710,待评,未进入30家初评队列
,,603737,三棵树,SH,装修建材,豁免B通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,23.65,49.07,7.1,209.39259893,-0.55,0.62,14.407,29.9684,3.060355,4.228313,3.5658161885000004,0.01702933,0.0,35,8,43,一致,20260804135711,待评,未进入30家初评队列
,,603738,泰晶科技,SH,元件,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,31.81,133.17,6.81,122.75081121,9.99,7.18,8.644,29.246736,1.900681,11.120188,4.6383881826,0.03778703,0.0,42,4,46,一致,20260804135711,待评,未进入30家初评队列
,,603757,大元泵业,SH,通用设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,55.72,226.77,4.99,103.94413271,10.01,5.05,19.867,28.295135,1.174013,13.869698,2.0277519705000002,0.01950809,0.0,40,7,47,一致,20260804135710,待评,未进入30家初评队列
,253,603766,隆鑫通用,SH,摩托车及其他,通过,保留,淘汰,综合得分未进入前30,14.36,15.64,3.42,294.88860966,-2.71,0.61,11.161,17.249261,2.660108,6.491576,70.5697410963,0.23930982,0.0,44,22,66,一致,20260804135711,待评,未进入30家初评队列
,293,603798,康普顿,SH,炼化及贸易,通过,保留,淘汰,综合得分未进入前30,13.26,18.3,2.8,34.00522359,6.59,5.05,8.92,21.309796,1.636768,8.523827,4.2019776803,0.12356859,0.0,42,22,64,一致,20260804135710,待评,未进入30家初评队列
,,603801,志邦家居,SH,家居用品,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,5.88,-6.77,0.86,25.5398672,-1.51,1.39,18.066,36.096049,1.005677,9.635719,6.9933229273,0.27381986,0.0,46,12,58,一致,20260804135711,待评,未进入30家初评队列
,433,603806,福斯特,SH,光伏设备,通过,保留,淘汰,综合得分未进入前30,15.31,32.02,2.53,399.39896698,2.48,0.9,14.113,16.202536,1.03835,12.892113,27.691678459699997,0.06933338,0.0,38,18,56,一致,20260804135710,待评,未进入30家初评队列
,81,603808,歌力思,SH,服装家纺,通过,保留,淘汰,综合得分未进入前30,7.94,17.61,1.13,28.8804187,-0.75,0.97,9.269,66.578044,4.606668,9.643686,16.0506035689,0.55576076,0.0,48,27,75,一致,20260804135703,待评,未进入30家初评队列
,170,603811,诚意药业,SH,化学制药,通过,保留,淘汰,综合得分未进入前30,7.24,18.73,2.45,33.17556588,1.4,0.75,17.402,68.561645,1.104963,22.60099,4.2720541963,0.1287711,0.0,48,22,70,一致,20260804135708,待评,未进入30家初评队列
,44,603816,顾家家居,SH,家居用品,通过,保留,淘汰,综合得分未进入前30,25.23,10.44,2.08,207.25221824,-4.25,0.99,21.727,31.571498,1.443105,9.842877,52.713882293400005,0.25434653,0.0,50,28,78,一致,20260804135710,待评,未进入30家初评队列
,,603829,洛凯股份,SH,电网设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,14.79,212.87,1.88,27.54876492,1.44,1.47,10.666,21.275353,1.03778,7.415475,1.1467905148,0.04162766,0.0,38,10,48,一致,20260804135712,待评,未进入30家初评队列
,59,603833,欧派家居,SH,家居用品,通过,保留,淘汰,综合得分未进入前30,33.08,32.55,1.14,201.5077684,-2.01,0.82,20.845,33.906266,1.567647,13.158814,125.9131039611,0.62485484,0.0,56,20,76,一致,20260804135710,待评,未进入30家初评队列
,154,603855,华荣股份,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,16.78,15.01,2.96,56.6343458,0.36,0.37,17.351,49.664397,0.951403,11.043793,14.9347256147,0.26370439,0.0,46,25,71,一致,20260804135711,待评,未进入30家初评队列
,,603860,中公高科,SH,工程咨询服务Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,25.82,630.99,2.08,17.216776,0.31,1.67,8.255,49.992422,1.19897,21.286485,1.2174653082,0.0707139,0.0,40,10,50,一致,20260804135710,待评,未进入30家初评队列
,189,603866,桃李面包,SH,休闲食品,通过,保留,淘汰,综合得分未进入前30,4.34,33.48,1.41,69.42781133,-1.81,0.64,16.244,23.793029,1.802004,10.98559,7.8192542265,0.11262424,0.0,49,20,69,一致,20260804135712,待评,未进入30家初评队列
,124,603868,飞科电器,SH,小家电,通过,保留,淘汰,综合得分未进入前30,31.31,18.08,4.14,136.38636,-1.35,0.15,26.659,53.685882,1.157964,17.552492,35.2577614066,0.25851384,0.0,53,19,72,一致,20260804135710,待评,未进入30家初评队列
,165,603877,太平鸟,SH,服装家纺,通过,保留,淘汰,综合得分未进入前30,13.13,30.33,1.41,61.69850063,0.69,0.5,13.088,53.446341,2.953584,5.531857,30.2838694044,0.49083639,-0.002486,50,20,70,一致,20260804135708,待评,未进入30家初评队列
,,603881,数据港,SH,通信服务,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,26.29,126.53,6.78,226.6335757,3.5,4.95,9.106,32.050695,8.840628,12.878575,18.6766192536,0.08240888,0.0,45,4,49,一致,20260804135710,待评,未进入30家初评队列
,,603886,元祖股份,SH,休闲食品,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,10.54,-9.0,1.89,25.296,-0.85,0.79,18.248,61.930811,2.030743,10.764251,20.4032988441,0.80658202,0.0,55,10,65,一致,20260804135709,待评,未进入30家初评队列
,,603888,新华网,SH,数字媒体,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,17.24,81.25,3.45,127.95734621,1.89,1.45,9.474,34.508297,1.765089,15.099581,10.2975961678,0.08047679,0.0,45,7,52,一致,20260804135711,待评,未进入30家初评队列
,,603893,瑞芯微,SH,半导体,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,190.41,61.16,17.05,805.33423955,3.46,3.59,14.974,38.293764,1.357365,14.793674,19.3148334155,0.02398362,0.0,40,0,40,一致,20260804135710,待评,未进入30家初评队列
,95,603899,晨光股份,SH,文娱用品,通过,保留,淘汰,综合得分未进入前30,23.27,15.81,2.44,213.10558423,-1.27,0.31,22.609,19.737913,1.435588,8.163232,86.5198987729,0.40599546,0.0,49,25,74,一致,20260804135712,待评,未进入30家初评队列
,359,603915,国茂股份,SH,通用设备,通过,保留,淘汰,综合得分未进入前30,13.68,41.52,2.39,91.36632326,1.41,0.76,13.748,24.255512,1.226549,12.731765,13.752188788,0.15051704,0.0,46,14,60,一致,20260804135712,待评,未进入30家初评队列
,107,603919,金徽酒,SH,白酒Ⅱ,通过,保留,淘汰,行业分散上限：同一细分行业最多入选3家,16.46,10.2,2.47,83.49499551,-0.54,1.48,12.176,62.610389,1.232028,15.972773,11.787990685699999,0.141182,0.0,46,28,74,一致,20260804135710,待评,未进入30家初评队列
,,603920,世运电路,SH,元件,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,33.26,163.56,3.81,239.66900463,5.29,2.8,14.046,19.950724,1.880389,11.333214,17.5735372719,0.0733242,0.0,42,7,49,一致,20260804135710,待评,未进入30家初评队列
,,603927,中科软,SH,软件开发,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,14.31,-187.66,4.01,118.921824,0.7,1.27,21.536,28.639746,1.107289,7.093198,20.3674347921,0.17126743,0.0,47,7,54,一致,20260804135712,待评,未进入30家初评队列
,502,603931,格林达,SH,电子化学品Ⅱ,通过,保留,淘汰,综合得分未进入前30,32.23,54.85,3.28,64.31766587,10.0,3.87,15.569,32.40684,1.156261,19.271583,4.4162167471,0.06866258,0.0,44,7,51,一致,20260804135702,待评,未进入30家初评队列
,94,603939,益丰药房,SH,医药商业,通过,保留,淘汰,综合得分未进入前30,22.5,13.65,2.39,272.78830935,-0.92,1.09,13.537,39.511783,2.713065,6.110174,151.1313314307,0.55402422,0.0,49,25,74,一致,20260804135710,待评,未进入30家初评队列
,330,603966,法兰泰克,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,7.92,18.99,2.04,41.21527576,0.0,0.68,11.638,25.002662,1.185248,9.896679,3.975511309,0.09645723,0.0,40,22,62,一致,20260804135706,待评,未进入30家初评队列
,545,603986,兆易创新,SH,半导体,通过,保留,淘汰,综合得分未进入前30,357.45,42.92,10.12,2508.38762403,4.9,7.29,14.842,41.368085,2.386012,17.639841,54.906134081400005,0.02188901,0.0,42,4,46,一致,20260804135711,待评,未进入30家初评队列
,105,603987,康德莱,SH,医疗器械,通过,保留,淘汰,综合得分未进入前30,7.39,14.92,1.16,32.27884603,-0.14,0.59,11.75,34.030349,1.568584,9.433334,5.417612086799999,0.16783785,0.0,47,27,74,一致,20260804135704,待评,未进入30家初评队列
,298,603992,松霖科技,SH,家居用品,通过,保留,淘汰,综合得分未进入前30,24.46,28.4,3.05,108.36802917,0.99,0.37,15.519,32.736769,1.48346,11.639995,10.3147002523,0.09518213,0.0,48,15,63,一致,20260804135711,待评,未进入30家初评队列
,108,603998,方盛制药,SH,中药Ⅱ,通过,保留,淘汰,综合得分未进入前30,9.58,11.9,2.52,42.06399429,0.21,1.05,10.658,68.6507,1.238648,10.427963,3.8233026145999998,0.09089252,0.0,46,28,74,一致,20260804135711,待评,未进入30家初评队列
,62,605009,豪悦护理,SH,个护用品,通过,保留,淘汰,综合得分未进入前30,24.12,15.52,1.57,51.84773766,-1.23,0.46,32.494,27.164646,1.476992,13.085396,6.6088384977,0.12746628,0.0,51,25,76,一致,20260804135708,待评,未进入30家初评队列
,,605028,世茂能源,SH,电力,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,26.36,351.69,3.3,42.176,1.5,0.69,23.558,61.920799,1.255,39.851236,3.4611016713,0.0820633,0.0,52,7,59,一致,20260804135710,待评,未进入30家初评队列
,322,605058,澳弘电子,SH,元件,通过,保留,淘汰,综合得分未进入前30,24.78,26.75,2.03,35.41684474,3.81,1.33,13.10875,23.394324,1.769333,12.519147,2.6610437034,0.07513497,0.0,44,18,62,一致,20260804135712,待评,未进入30家初评队列
,442,605060,联德股份,SH,通用设备,通过,保留,淘汰,综合得分未进入前30,37.73,36.4,3.72,90.7753616,7.8,1.94,16.6,35.756509,1.235487,20.349631,1.4849013146,0.01635798,0.0,44,11,55,一致,20260804135712,待评,未进入30家初评队列
,339,605066,天正电气,SH,电网设备,通过,保留,淘汰,综合得分未进入前30,6.71,43.62,1.94,33.71326269,1.05,0.99,15.68,25.030446,1.705014,5.394361,2.9083541673,0.08626736,0.0,47,14,61,一致,20260804135711,待评,未进入30家初评队列
,58,605080,浙江自然,SH,文娱用品,通过,保留,淘汰,综合得分未进入前30,20.22,9.93,1.26,28.49184428,0.6,0.73,20.889,35.044977,1.093435,20.959824,1.4471838447999998,0.05079292,0.0,47,30,77,一致,20260804135706,待评,未进入30家初评队列
,409,605086,龙高股份,SH,非金属材料Ⅱ,通过,保留,淘汰,综合得分未进入前30,23.16,55.01,2.6,41.50272,1.67,0.53,13.438889,62.256681,1.222048,34.109977,4.9118599942,0.11835032,0.0,47,10,57,一致,20260804135712,待评,未进入30家初评队列
,138,605089,味知香,SH,食品加工,通过,保留,淘汰,综合得分未进入前30,20.24,30.73,2.29,27.9312,-0.25,0.78,28.996,24.244509,1.397789,15.500245,4.4662481693,0.15990176,0.0,53,18,71,一致,20260804135711,待评,未进入30家初评队列
,241,605098,行动教育,SH,教育,通过,保留,淘汰,综合得分未进入前30,59.34,45.28,7.81,70.76360274,3.69,1.89,33.775,77.480417,1.541689,29.665193,16.8102319684,0.23755478,0.0,58,8,66,一致,20260804135711,待评,未进入30家初评队列
,167,605099,共创草坪,SH,家居用品,通过,保留,淘汰,综合得分未进入前30,32.55,16.31,4.36,130.96312499,-1.75,0.32,30.632,30.39058,0.952794,18.698686,15.3765596939,0.11741137,0.0,48,22,70,一致,20260804135710,待评,未进入30家初评队列
,,605100,华丰股份,SH,通用设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,30.28,140.33,4.02,72.3758616,3.34,1.19,10.39,15.953937,3.759506,9.132,1.1684890664,0.01614473,0.0,37,7,44,一致,20260804135709,待评,未进入30家初评队列
,524,605111,新洁能,SH,半导体,通过,保留,淘汰,综合得分未进入前30,49.26,54.1,4.8,204.5928225,7.48,4.0,19.432,35.197994,0.968504,18.411521,13.265069575899998,0.06483644,0.0,42,7,49,一致,20260804135711,待评,未进入30家初评队列
,281,605117,德业股份,SH,光伏设备,通过,保留,淘汰,综合得分未进入前30,82.87,22.21,10.6,1055.12655953,2.38,0.57,41.527,35.541334,1.277102,16.035591,85.1837765896,0.08073323,0.0,52,12,64,一致,20260804135712,待评,未进入30家初评队列
,374,605118,力鼎光电,SH,计算机设备,通过,保留,淘汰,综合得分未进入前30,28.96,42.27,7.97,119.102344,2.33,0.87,32.604,43.197538,1.220565,31.971591,5.3036208406,0.04452995,0.0,51,8,59,一致,20260804135712,待评,未进入30家初评队列
,245,605155,西大门,SH,家居用品,通过,保留,淘汰,综合得分未进入前30,13.53,32.13,1.94,25.77727103,0.07,1.8,15.319,39.211937,1.238546,17.427173,2.5696547622,0.09968684,0.0,48,18,66,一致,20260804135711,待评,未进入30家初评队列
,375,605162,新中港,SH,电力,通过,保留,淘汰,综合得分未进入前30,8.55,77.96,2.38,37.86335959,1.3,3.88,22.074,25.680995,1.776261,17.810618,1.1502409965,0.03037874,0.0,49,10,59,一致,20260804135712,待评,未进入30家初评队列
,,605168,三人行,SH,广告营销,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,37.46,179.51,3.06,78.97204296,5.85,3.11,36.384,18.109424,0.893903,11.391542,6.6897028433,0.08470976,0.0,45,7,52,一致,20260804135711,待评,未进入30家初评队列
,,605169,洪通燃气,SH,燃气Ⅱ,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,10.15,163.59,1.46,28.71232,0.0,0.71,14.378,21.235383,1.566269,12.241948,1.0723933781000001,0.03734959,0.0,44,12,56,一致,20260804135708,待评,未进入30家初评队列
,,605183,确成股份,SH,橡胶,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,14.7,19.31,1.69,61.03210754,-0.47,0.24,15.78,31.963499,1.042487,21.663759,8.1112604967,0.13290153,0.0,47,22,69,一致,20260804135707,待评,未进入30家初评队列
,364,605277,新亚电子,SH,消费电子,通过,保留,淘汰,综合得分未进入前30,15.03,32.85,3.48,58.43444848,1.62,0.94,23.365,17.519279,1.313214,8.394434,4.7187844148,0.08075347,0.0,45,15,60,一致,20260804135713,待评,未进入30家初评队列
,525,605299,舒华体育,SH,文娱用品,通过,保留,淘汰,综合得分未进入前30,12.18,51.03,4.13,49.65290371,2.87,2.44,13.163,29.778777,1.425574,9.066373,5.4253989624,0.1092665,0.0,42,7,49,一致,20260804135713,待评,未进入30家初评队列
,,605336,*ST帅电,SH,厨卫电器,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,10.38,-66.09,1.06,19.03821231,-0.67,0.38,26.001,44.430666,1.089827,17.473033,4.1307740504,0.21697279,0.0,52,12,64,一致,20260804135710,待评,未进入30家初评队列
,51,605337,李子园,SH,饮料乳品,通过,保留,淘汰,综合得分未进入前30,9.49,17.3,2.34,37.02074177,-0.73,1.28,25.816,36.511832,1.357539,17.312534,4.5226880348,0.12216633,0.0,52,25,77,一致,20260804135709,待评,未进入30家初评队列
,273,605338,巴比食品,SH,食品加工,通过,保留,淘汰,综合得分未进入前30,19.0,24.1,2.17,45.51766578,-1.81,0.55,17.079,26.99981,0.893555,14.700018,3.8711249632999998,0.08504665,0.0,43,22,65,一致,20260804135705,待评,未进入30家初评队列
,,605339,南侨食品,SH,休闲食品,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,13.4,470.7,1.67,56.85494254,1.52,0.83,12.708,23.99402,1.217518,9.749989,1.3745991826,0.0241773,0.0,37,10,47,一致,20260804135711,待评,未进入30家初评队列
,,605368,蓝天燃气,SH,燃气Ⅱ,通过,周期边界复核排除,淘汰,周期边界复核：行业名称命中油气、燃气、建材、农化等周期关键词,6.81,14.18,1.47,48.66670581,-0.87,0.37,15.967,19.454571,1.357548,9.634153,15.4507593007,0.3174811,0.0,47,27,74,一致,20260804135706,待评,未进入30家初评队列
,161,605369,拱东医疗,SH,医疗器械,通过,保留,淘汰,综合得分未进入前30,16.31,28.01,2.13,35.84987403,-0.61,0.66,20.637,35.434459,1.984348,17.128563,5.1468768265,0.1435675,0.0,52,18,70,一致,20260804135713,待评,未进入30家初评队列
,151,605377,华旺科技,SH,造纸,通过,保留,淘汰,综合得分未进入前30,9.09,19.44,1.31,50.60132736,1.68,0.68,16.386,17.678944,1.270587,11.303729,14.1110406828,0.27886701,0.0,47,24,71,一致,20260804135710,待评,未进入30家初评队列
,,605378,野马电池,SH,电池,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,13.95,-124.15,3.02,36.4578228,0.0,0.67,18.017,17.571023,1.405978,9.624665,0.6880103986,0.01887141,0.0,38,7,45,一致,20260804135711,待评,未进入30家初评队列
,,605398,新炬网络,SH,IT服务Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,21.04,273.08,3.3,34.23552614,2.68,0.91,23.687,39.094848,1.677712,12.611243,2.4649164371000003,0.07199879,0.0,50,7,57,一致,20260804135714,待评,未进入30家初评队列
,386,605580,恒盛能源,SH,电力,通过,保留,淘汰,综合得分未进入前30,17.51,25.22,4.96,49.028,2.1,1.42,23.602,25.917542,1.212298,15.915111,0.8572203881,0.0174843,0.0,44,15,59,一致,20260804135713,待评,未进入30家初评队列
,536,688002,睿创微纳,SH,军工电子Ⅱ,通过,保留,淘汰,综合得分未进入前30,142.88,35.11,9.42,672.26932446,3.81,1.41,15.257,51.319652,1.100939,23.963008,5.8255284714,0.00866547,0.0,43,4,47,一致,20260804135713,待评,未进入30家初评队列
,204,688006,杭可科技,SH,电池,通过,保留,淘汰,综合得分未进入前30,21.59,25.44,2.4,130.33281762,1.89,1.34,21.518,31.132567,1.499554,18.567416,13.892551595999999,0.10659289,0.0,50,18,68,一致,20260804135712,待评,未进入30家初评队列
,,688008,澜起科技,SH,半导体,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,202.77,73.02,12.15,2474.88494518,6.75,3.36,17.424,54.758174,1.014992,36.261363,43.6457692035,0.01763547,0.0,43,0,43,一致,20260804135712,待评,未进入30家初评队列
,126,688016,心脉医疗,SH,医疗器械,通过,保留,淘汰,综合得分未进入前30,93.39,18.59,2.81,115.11449107,-0.54,0.79,28.255,74.754635,0.956193,40.927529,10.4948585121,0.09116887,0.0,50,22,72,一致,20260804135708,待评,未进入30家初评队列
,567,688019,安集科技,SH,电子化学品Ⅱ,通过,保留,淘汰,综合得分未进入前30,229.48,62.85,11.6,522.05028238,5.8,3.43,18.671,55.256589,0.720419,25.275207,1.713811002,0.00328285,0.0,39,0,39,一致,20260804135713,待评,未进入30家初评队列
,347,688029,南微医学,SH,医疗器械,通过,保留,淘汰,综合得分未进入前30,72.93,23.38,3.38,136.99712486,0.29,0.62,14.813,64.276521,0.945242,16.228722,11.1080027125,0.08108201,0.0,42,19,61,一致,20260804135712,待评,未进入30家初评队列
,247,688036,传音控股,SH,消费电子,通过,保留,淘汰,综合得分未进入前30,58.12,23.88,3.31,669.06845755,-7.75,2.8,23.39,21.320113,1.008185,5.511636,181.49851418990002,0.27127047,0.0,47,19,66,一致,20260804135711,待评,未进入30家初评队列
,572,688049,炬芯科技,SH,半导体,豁免A通过,保留,淘汰,综合得分未进入前30,41.29,37.13,3.53,72.32672269,3.77,4.09,7.058889,45.297741,0.719476,,3.1004142857,0.04286679,0.0,23,11,34,一致,20260804135713,待评,未进入30家初评队列
,,688056,莱伯泰科,SH,通用设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,37.39,95.35,3.14,25.22047479,6.55,2.03,12.431,46.156164,0.954607,14.014164,0.5144655394,0.02039873,0.0,36,7,43,一致,20260804135712,待评,未进入30家初评队列
,,688057,金达莱,SH,环境治理,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,17.68,90.45,1.56,48.7968,14.73,3.17,14.205,63.225908,1.312763,34.695682,8.9932018654,0.18429901,0.0,49,10,59,一致,20260804135713,待评,未进入30家初评队列
,401,688067,爱威科技,SH,医疗器械,通过,保留,淘汰,综合得分未进入前30,21.15,48.42,2.79,14.382,0.0,1.56,10.641,57.782994,1.327806,16.274244,1.1042174292,0.07677774,0.0,44,14,58,一致,20260804135711,待评,未进入30家初评队列
,395,688080,映翰通,SH,通信设备,通过,保留,淘汰,综合得分未进入前30,35.03,69.41,2.21,25.80174304,2.31,1.22,15.162,49.306786,1.014298,17.807338,5.1161816879,0.19828822,0.0,48,10,58,一致,20260804135710,待评,未进入30家初评队列
,,688085,三友医疗,SH,医疗器械,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,12.99,168.82,2.25,47.64845637,-0.23,0.88,9.094,81.373449,1.285289,18.951639,3.2513649043,0.06823652,0.0,42,10,52,一致,20260804135713,待评,未进入30家初评队列
,537,688088,虹软科技,SH,IT服务Ⅱ,通过,保留,淘汰,综合得分未进入前30,34.8,64.53,5.11,139.6072992,3.51,1.43,18.947,90.091982,1.176177,26.253589,2.7278420474000002,0.01953939,0.0,43,4,47,一致,20260804135713,待评,未进入30家初评队列
,565,688099,晶晨股份,SH,半导体,通过,保留,淘汰,综合得分未进入前30,95.8,58.53,5.38,405.54055521,3.88,2.4,17.013,37.611882,0.870062,9.988114,10.7918153766,0.02661094,0.0,37,4,41,一致,20260804135712,待评,未进入30家初评队列
,416,688100,威胜信息,SH,通信设备,通过,保留,淘汰,综合得分未进入前30,31.55,26.15,4.38,155.12667271,1.77,0.74,15.289,38.549285,0.736601,18.793878,14.9769072793,0.09654631,0.0,42,15,57,一致,20260804135713,待评,未进入30家初评队列
,240,688101,三达膜,SH,环境治理,通过,保留,淘汰,综合得分未进入前30,15.39,12.97,1.14,51.09665696,0.39,0.79,10.353,34.53614,0.875743,25.232043,3.12154191,0.06109092,0.0,40,27,67,一致,20260804135711,待评,未进入30家初评队列
,,688109,品茗科技,SH,软件开发,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,70.94,-101.12,7.23,55.93072762,3.02,1.18,24.953,74.96354,1.552609,15.016792,0.0574083776,0.00102642,0.0,48,4,52,一致,20260804135709,待评,未进入30家初评队列
,297,688111,金山办公,SH,软件开发,通过,保留,淘汰,综合得分未进入前30,270.6,14.3,8.57,1255.62035511,-1.24,3.26,17.889,85.658974,1.496593,29.663825,94.58314612790001,0.07532782,0.0,48,15,63,一致,20260804135713,待评,未进入30家初评队列
,,688123,聚辰股份,SH,半导体,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,113.81,146.58,7.01,180.84701378,10.5,4.71,15.99,52.899285,0.899004,21.60615,7.889427083999999,0.04362487,0.0,44,4,48,一致,20260804135712,待评,未进入30家初评队列
,116,688128,中国电研,SH,专用设备,通过,保留,淘汰,综合得分未进入前30,22.74,17.17,2.64,91.9833,0.18,0.42,16.047,30.545669,1.33247,9.258264,18.7735322052,0.20409718,0.0,48,25,73,一致,20260804135712,待评,未进入30家初评队列
,387,688139,海尔生物,SH,医疗器械,通过,保留,淘汰,综合得分未进入前30,28.91,28.79,2.1,91.49810375,0.52,0.71,13.506,48.335333,0.846162,19.932482,11.1098178525,0.12142129,0.0,41,18,59,一致,20260804135713,待评,未进入30家初评队列
,,688160,步科股份,SH,自动化设备,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,113.18,193.86,7.87,103.23737015,1.45,1.71,15.036,36.553961,0.984483,12.233588,1.2398246501999999,0.01200946,0.0,39,4,43,一致,20260804135712,待评,未进入30家初评队列
,,688163,赛伦生物,SH,生物制品,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,29.54,1409.09,2.95,31.968188,7.61,0.98,19.071,79.867635,1.082895,33.33241,1.0209331142,0.03193591,0.0,46,10,56,一致,20260804135706,待评,未进入30家初评队列
,125,688169,石头科技,SH,小家电,通过,保留,淘汰,综合得分未进入前30,109.61,22.01,2.01,284.49398044,-1.09,1.37,25.692,48.757362,0.908011,14.819999,56.17598697,0.19745932,0.0,50,22,72,一致,20260804135712,待评,未进入30家初评队列
,282,688188,柏楚电子,SH,计算机设备,通过,保留,淘汰,综合得分未进入前30,106.96,34.27,7.4,433.78413407,3.34,0.61,33.638,79.376131,1.090129,57.796631,34.7557274541,0.08012217,0.0,52,12,64,一致,20260804135711,待评,未进入30家初评队列
,550,688198,佰仁医疗,SH,医疗器械,通过,保留,淘汰,综合得分未进入前30,83.88,69.81,9.18,115.54313396,0.27,0.45,17.917,88.996641,1.205338,33.389834,0.753912822,0.00652495,0.0,45,0,45,一致,20260804135712,待评,未进入30家初评队列
,,688200,华峰测控,SH,半导体,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,348.59,185.71,17.33,699.79859762,8.98,2.45,21.953,75.07849,0.792874,41.62628,10.665648254199999,0.01524103,0.0,41,0,41,一致,20260804135712,待评,未进入30家初评队列
,571,688247,宣泰医药,SH,化学制药,豁免A通过,保留,淘汰,综合得分未进入前30,8.41,57.55,2.92,38.125894,6.19,2.23,7.84875,59.259478,1.021506,,0.8967805181,0.02352156,0.0,25,10,35,一致,20260804135708,待评,未进入30家初评队列
,,688258,卓易信息,SH,IT服务Ⅱ,通过,保留,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,100.37,51.12,12.86,121.59046328,6.18,3.12,9.651,51.639028,1.533112,21.088775,1.2421374997,0.01021575,0.0,42,0,42,一致,20260804135709,待评,未进入30家初评队列
