selection_rank,global_rank,code,name,exchange,industry,original_scope,result,secondary_scope,decision,decision_reason,price,pe_ttm,pb,market_cap_yi,change_pct,turnover_pct,roe_avg_10,gross_margin_avg_5,ocf_ni_avg_5,net_margin_avg_10,fcf_5_total_yi,fcf_to_market_cap_5y,share_inflation_5,debt_ratio,debt_limit,debt_gate,quality_score,quality_score_basis,valuation_score,composite_score,price_cross_check,quote_timestamp,moat_rating,moat_basis,moat_status
,181,603456,九洲药业,SH,医疗服务,保留,通过,普通行业,淘汰,综合得分未进入前50,15.73,17.9,1.56,138.6929874,6.72,4.94,9.971,35.255762,1.570176,12.616694,23.0736054848,0.16636462,-0.008698,17.0931910962,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,72,一致,20260804150027,待评,未完成护城河初评,待核验
,288,603486,科沃斯,SH,小家电,保留,通过,普通行业,淘汰,综合得分未进入前50,59.94,21.42,3.97,346.81182701,-1.59,0.85,22.046,48.588687,1.331512,7.396835,54.689049516800004,0.15769084,0.0,48.123704078,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,69,一致,20260804150028,待评,未完成护城河初评,待核验
,286,603489,八方股份,SH,电机Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,26.23,34.38,2.25,61.54029589,-1.72,1.46,27.884,28.253506,1.760643,17.303233,4.6325645178,0.07527693,0.0,16.7558080807,60,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,69,一致,20260804150022,待评,未完成护城河初评,待核验
,,603496,恒为科技,SH,计算机设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,25.69,353.54,5.93,82.26175453,7.09,7.86,9.262,37.119621,0.901241,12.957493,0.0547735824,0.00066585,0.0,23.0376906062,60,通过,34,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,38,一致,20260804150026,待评,未完成护城河初评,待核验
,736,603501,豪威集团,SH,半导体,保留,通过,普通行业,淘汰,综合得分未进入前50,87.95,54.97,3.38,1105.97390873,-0.31,1.91,14.915,29.417329,2.899117,8.390079,86.1211194017,0.07786903,0.0,35.4276824526,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,49,一致,20260804150026,待评,未完成护城河初评,待核验
,79,603506,南都物业,SH,房地产服务,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,9.99,9.83,1.56,18.75900012,-0.1,1.73,18.009,18.013573,2.490655,8.228716,7.6636009549,0.40852929,0.0,53.5325484419,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,77,一致,20260804150025,待评,未完成护城河初评,待核验
,321,603515,欧普照明,SH,照明设备Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,17.54,24.84,2.0,130.19586797,-1.29,0.21,17.08,37.320405,0.954763,10.979533,28.341228864899996,0.21768148,0.0,27.0733682311,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,68,一致,20260804150015,待评,未完成护城河初评,待核验
,,603516,淳中科技,SH,计算机设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,94.56,2810.36,11.42,192.21048462,3.6,2.55,15.54,50.147345,2.011942,29.300221,2.4882925782,0.01294567,0.0,11.3698886468,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,47,一致,20260804150025,待评,未完成护城河初评,待核验
,176,603517,ST绝味,SH,休闲食品,保留,通过,普通行业,淘汰,综合得分未进入前50,10.74,22.8,1.08,65.08460793,-0.56,0.61,14.047,28.447538,1.650449,8.998356,21.4271911021,0.32922056,0.0,27.9498016815,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,72,一致,20260804150016,待评,未完成护城河初评,待核验
,,603529,爱玛科技,SH,摩托车及其他,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,21.41,23.59,1.97,185.03551564,-3.3,1.17,28.328,16.141663,2.058857,6.431474,63.890031200799996,0.34528523,0.0,60.5670126715,60,不通过,53,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,75,一致,20260804150028,待评,未完成护城河初评,待核验
47,50,603551,奥普科技,SH,厨卫电器,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,9.41,22.02,2.92,36.19873147,-0.74,0.53,22.203,45.015775,2.682965,14.221744,15.7967057694,0.43638838,0.0,36.8410976317,60,通过,56,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,78,一致,20260804150004,待评,未完成护城河初评,待核验
,603,603556,海兴电力,SH,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,26.75,35.76,1.84,130.07566548,0.45,2.87,13.17,39.035731,0.841824,18.074961,24.386257879400002,0.18747748,0.0,25.5352155957,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,14,57,一致,20260804150028,待评,未完成护城河初评,待核验
17,17,603565,中谷物流,SH,航运港口,周期,通过,周期行业（本次保留）,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,10.58,10.54,2.12,222.1866763,-3.47,0.76,31.231,19.35097,1.382149,13.098349,75.1648916461,0.33829613,0.0,57.9200497927,70,通过,53,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,81,一致,20260804150024,待评,未完成护城河初评,待核验
,326,603566,普莱柯,SH,动物保健Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,10.42,22.13,1.44,36.05968885,-0.67,0.67,8.883,62.003203,1.734808,19.276732,1.7301507496000001,0.04798019,0.0,15.4471511248,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,68,一致,20260804150011,待评,未完成护城河初评,待核验
,97,603579,荣泰健康,SH,其他家电Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,18.0,12.97,1.31,36.18942552,0.39,1.18,17.254,29.262887,1.321169,11.030165,6.6724963774,0.18437696,0.0,21.9858114229,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,76,一致,20260804150020,待评,未完成护城河初评,待核验
14,14,603587,地素时尚,SH,服装家纺,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,11.65,13.68,1.55,55.06987469,-1.44,0.41,22.082,75.230783,1.432359,21.591775,27.6082467282,0.50133121,0.0,15.5692701639,60,通过,56,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,81,一致,20260804150008,3/5,中高端女装品牌、设计与渠道,初评达到★★★
,402,603590,康辰药业,SH,生物制品,保留,通过,普通行业,淘汰,综合得分未进入前50,30.4,25.6,1.53,48.33918501,1.88,1.76,11.925,88.177109,1.552114,27.947697,1.5853462364,0.0327963,0.0,14.6156643979,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,65,一致,20260804150017,待评,未完成护城河初评,待核验
,572,603596,伯特利,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,26.69,22.3,3.06,239.58059642,-1.33,1.7,21.6,21.859342,0.855819,12.282205,3.8012051983,0.01586608,0.0,51.2915386027,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,59,一致,20260804150026,待评,未完成护城河初评,待核验
,184,603599,广信股份,SH,农化制品,保留,通过,普通行业,淘汰,综合得分未进入前50,10.49,15.17,0.95,95.48725429,-2.78,1.51,13.541,36.939546,0.801891,18.857046,42.7498081035,0.44770172,0.0,28.65187318,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,72,一致,20260804150024,待评,未完成护城河初评,待核验
,118,603600,永艺股份,SH,家居用品,保留,通过,普通行业,淘汰,综合得分未进入前50,9.63,11.04,1.42,31.82071427,-1.63,1.42,15.232,19.787339,1.38767,6.408178,5.116074363,0.16077811,0.0,46.4066981002,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,75,一致,20260804150025,待评,未完成护城河初评,待核验
,,603601,再升科技,SH,专业工程,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,8.79,175.46,3.73,100.41177135,3.41,8.06,9.579,24.05453,2.053702,12.80649,4.827602432,0.04807805,0.0,20.6713468799,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,49,一致,20260804150028,待评,未完成护城河初评,待核验
,69,603605,珀莱雅,SH,化妆品,保留,通过,普通行业,淘汰,综合得分未进入前50,58.99,15.93,3.97,233.58627131,-2.98,1.49,25.75,70.148018,1.241461,12.531931,56.9596447167,0.24384843,0.0,26.1669046033,60,通过,55,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,77,一致,20260804150025,待评,未完成护城河初评,待核验
,484,603606,东方电缆,SH,电网设备,保留,通过,普通行业,淘汰,综合得分未进入前50,41.07,22.79,4.17,338.74884602,-3.05,3.38,17.772,22.773444,1.02025,10.438749,22.829644765100003,0.06739401,0.0,46.6867100587,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,62,一致,20260804150028,待评,未完成护城河初评,待核验
,591,603607,京华激光,SH,包装印刷,保留,通过,普通行业,淘汰,综合得分未进入前50,20.42,34.11,3.72,36.45313056,0.64,1.47,14.011,30.334258,1.094418,14.217012,4.2620137294,0.11691763,0.0,40.8769614599,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,58,一致,20260804150022,待评,未完成护城河初评,待核验
,604,603610,麒盛科技,SH,家居用品,保留,通过,普通行业,淘汰,综合得分未进入前50,15.0,39.26,1.73,52.94874315,3.45,4.3,15.654,34.357952,5.538307,7.86202,0.5622500810000001,0.01061876,0.0,36.7899922641,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,14,57,一致,20260804150027,待评,未完成护城河初评,待核验
,,603611,诺力股份,SH,工程机械,周期,通过,周期行业（本次保留）,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,17.27,14.89,1.47,44.48765661,-1.65,1.29,14.872,21.353121,1.178448,7.046683,13.1572236697,0.29574998,0.0,66.3309349299,60,不通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,69,一致,20260804150028,待评,未完成护城河初评,待核验
,,603619,中曼石油,SH,油服工程,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,21.66,79.09,2.33,100.14251065,2.27,7.98,12.798,42.947705,2.969074,9.070878,1.9805000783000002,0.01977682,0.0,63.0776897238,60,不通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,50,一致,20260804150027,待评,未完成护城河初评,待核验
,,603637,镇海股份,SH,专业工程,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,12.53,-397.12,2.93,29.90734039,3.38,3.72,9.51,23.94961,1.056543,13.008956,4.1296180155,0.13808042,0.0,22.5890702768,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,50,一致,20260804150026,待评,未完成护城河初评,待核验
,96,603639,海利尔,SH,农化制品,保留,通过,普通行业,淘汰,综合得分未进入前50,10.56,12.26,1.08,36.92285372,-0.94,0.7,15.244,27.218432,1.670112,11.645669,5.0364103911,0.13640361,0.0,48.8896184185,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,76,一致,20260804150020,待评,未完成护城河初评,待核验
,438,603648,畅联股份,SH,物流,保留,通过,普通行业,淘汰,综合得分未进入前50,9.11,24.81,1.74,33.01580608,-0.44,0.57,9.174,19.940347,2.021039,9.63259,9.3843615187,0.28423845,0.0,27.9447634574,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,64,一致,20260804150016,待评,未完成护城河初评,待核验
,85,603658,安图生物,SH,医疗器械,保留,通过,普通行业,淘汰,综合得分未进入前50,33.56,20.28,2.28,191.77015214,-1.79,0.49,21.993,63.055776,1.279075,28.225184,29.671891835700002,0.15472633,0.0,26.6359379159,60,通过,54,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,76,一致,20260804150023,待评,未完成护城河初评,待核验
,,603661,恒林股份,SH,家居用品,保留,通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,31.49,18.56,1.19,43.79220806,9.99,2.17,14.54,21.04998,2.622039,6.581096,13.802708559700001,0.3151864,0.0,65.5561872221,60,不通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,24,72,一致,20260804150014,待评,未完成护城河初评,待核验
,,603662,柯力传感,SH,通用设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,53.14,90.73,5.55,149.23299186,2.45,2.78,12.104,41.908356,0.776553,22.080351,4.5151935555,0.030256,0.0,31.2811393976,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,42,一致,20260804150026,待评,未完成护城河初评,待核验
,,603663,三祥新材,SH,化学原料,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,33.87,136.25,14.92,201.04220201,5.98,3.21,11.34,28.837234,1.235253,11.23742,1.6950189656999999,0.00843116,0.0,28.4509760561,60,通过,39,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,39,一致,20260804150026,待评,未完成护城河初评,待核验
,164,603676,卫信康,SH,化学制药,保留,通过,普通行业,淘汰,综合得分未进入前50,8.81,14.02,2.61,38.33772815,-0.56,0.53,13.74,54.140062,1.321681,15.41839,8.7007316624,0.22694959,0.0,20.9169558404,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,73,一致,20260804150013,待评,未完成护城河初评,待核验
,,603678,火炬电子,SH,军工电子Ⅱ,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,44.64,133.81,3.47,212.29294408,6.69,6.95,11.911,33.370388,1.425596,13.989303,6.2913443509,0.0296352,0.0,30.8978617899,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,47,一致,20260804150027,待评,未完成护城河初评,待核验
,150,603680,今创集团,SH,轨交设备Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,10.08,10.46,1.37,78.99885171,-2.42,1.09,13.072,26.346593,1.031846,12.302425,12.9807311362,0.16431544,0.0,33.6709867419,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,30,74,一致,20260804150025,待评,未完成护城河初评,待核验
,,603687,大胜达,SH,包装印刷,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,13.27,82.7,2.25,72.98922835,6.24,3.88,9.068,16.514614,2.575329,8.189664,2.0362024676,0.0278973,0.0,22.1866188966,60,通过,35,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,45,一致,20260804150026,待评,未完成护城河初评,待核验
,140,603697,有友食品,SH,休闲食品,保留,通过,普通行业,淘汰,综合得分未进入前50,9.68,15.74,2.36,41.40059509,-2.32,1.27,15.055,29.452464,1.200734,15.868278,8.6294876061,0.20843873,0.0,25.69488261,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,74,一致,20260804150022,待评,未完成护城河初评,待核验
,613,603699,纽威股份,SH,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,50.4,28.3,9.3,390.7425811,3.79,1.43,17.602,33.364569,1.250869,13.190869,40.757877450100004,0.10430877,0.0,55.5992930452,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,8,56,一致,20260804150018,待评,未完成护城河初评,待核验
,645,603700,宁水集团,SH,通用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,11.13,51.55,1.41,22.25576325,0.09,2.4,18.249,24.79194,1.135695,11.47364,1.0141388211,0.04556747,0.0,34.9873965883,60,通过,43,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,55,一致,20260804150015,待评,未完成护城河初评,待核验
41,44,603706,东方环宇,SH,燃气Ⅱ,保留,通过,普通行业,入选50家,综合得分靠前，且满足 PE/PB 可比、普通行业负债率门槛与行业分散上限,18.87,8.7,2.13,35.73651813,-2.73,0.93,14.021,26.754511,1.943779,20.113942,12.6493872647,0.3539625,0.0,32.8779229257,70,通过,51,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,79,一致,20260804150009,待评,未完成护城河初评,待核验
,144,603711,香飘飘,SH,饮料乳品,保留,通过,普通行业,淘汰,综合得分未进入前50,11.34,12.53,1.32,46.81992294,0.09,1.24,11.985,36.079384,2.03155,8.116631,12.6760231112,0.27073994,0.0,33.7334105321,60,通过,47,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,74,一致,20260804150013,待评,未完成护城河初评,待核验
,333,603726,朗迪集团,SH,家电零部件Ⅱ,保留,通过,普通行业,淘汰,综合得分未进入前50,22.41,11.89,2.98,41.58383913,4.57,3.16,12.082,20.821209,1.054251,7.803419,5.8097596231,0.13971196,0.0,45.0810215705,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,68,一致,20260804150028,待评,未完成护城河初评,待核验
,624,603730,岱美股份,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,9.87,28.44,4.78,212.06619631,4.78,0.58,17.601,25.548696,0.949032,12.508255,16.1464554583,0.07613875,0.0,35.5599858354,60,通过,41,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,56,一致,20260804150025,待评,未完成护城河初评,待核验
,,603737,三棵树,SH,装修建材,保留,豁免B通过,普通行业,淘汰,2025年报资产负债率超过普通行业门槛（公用事业放宽至70%）,23.7,49.17,7.11,209.83528942,-0.34,0.93,14.407,29.9684,3.060355,4.228313,3.5658161885000004,0.01699341,0.0,75.8311132528,60,不通过,35,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,8,43,一致,20260804150028,待评,未完成护城河初评,待核验
,,603738,泰晶科技,SH,元件,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,31.81,133.17,6.81,122.75081121,9.99,7.36,8.644,29.246736,1.900681,11.120188,4.6383881826,0.03778703,0.0,17.8225566487,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,46,一致,20260804150020,待评,未完成护城河初评,待核验
,,603757,大元泵业,SH,通用设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,55.72,226.77,4.99,103.94413271,10.01,5.14,19.867,28.295135,1.174013,13.869698,2.0277519705000002,0.01950809,0.0,26.2705965476,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,47,一致,20260804150016,待评,未完成护城河初评,待核验
,379,603766,隆鑫通用,SH,摩托车及其他,保留,通过,普通行业,淘汰,综合得分未进入前50,14.38,15.66,3.42,295.29931803,-2.57,0.81,11.161,17.249261,2.660108,6.491576,70.5697410963,0.23897699,0.0,42.5754798217,60,通过,44,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,66,一致,20260804150023,待评,未完成护城河初评,待核验
,550,603788,宁波高发,SH,汽车零部件,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,13.9,16.52,1.55,31.00604445,-1.14,0.67,11.235,23.668376,0.803128,15.934578,0.565680173,0.01824419,0.0,21.4533447294,60,通过,35,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,60,一致,20260804150020,待评,未完成护城河初评,待核验
,688,603790,雅运股份,SH,化学制品,周期,通过,周期行业（本次保留）,淘汰,综合得分未进入前50,20.8,27.18,3.11,39.80288,1.56,1.53,9.78,30.347341,1.852815,9.070984,0.4997292364,0.0125551,0.0,24.8754245879,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,15,53,一致,20260804150025,待评,未完成护城河初评,待核验
,437,603798,康普顿,SH,炼化及贸易,保留,通过,普通行业,淘汰,综合得分未进入前50,13.23,18.26,2.79,33.9282887,6.35,6.05,8.92,21.309796,1.636768,8.523827,4.2019776803,0.1238488,0.0,11.99724799,60,通过,42,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,64,一致,20260804150028,待评,未完成护城河初评,待核验
,,603801,志邦家居,SH,家居用品,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,5.87,-6.76,0.86,25.49643205,-1.68,1.83,18.066,36.096049,1.005677,9.635719,6.9933229273,0.27428634,0.0,47.9566757159,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,12,58,一致,20260804150026,待评,未完成护城河初评,待核验
,629,603806,福斯特,SH,光伏设备,保留,通过,普通行业,淘汰,综合得分未进入前50,15.24,31.88,2.52,397.57284498,2.01,1.18,14.113,16.202536,1.03835,12.892113,27.691678459699997,0.06965184,0.0,19.5197480423,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,18,56,一致,20260804150028,待评,未完成护城河初评,待核验
,115,603808,歌力思,SH,服装家纺,保留,通过,普通行业,淘汰,综合得分未进入前50,7.92,17.57,1.13,28.80767205,-1.0,1.21,9.269,66.578044,4.606668,9.643686,16.0506035689,0.5571642,0.0,32.2454553467,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,27,75,一致,20260804150018,待评,未完成护城河初评,待核验
,266,603811,诚意药业,SH,化学制药,保留,通过,普通行业,淘汰,综合得分未进入前50,7.24,18.73,2.45,33.17556588,1.4,0.93,17.402,68.561645,1.104963,22.60099,4.2720541963,0.1287711,0.0,17.8901937163,60,通过,48,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,22,70,一致,20260804150023,待评,未完成护城河初评,待核验
,65,603816,顾家家居,SH,家居用品,保留,通过,普通行业,淘汰,综合得分未进入前50,25.26,10.45,2.09,207.4986537,-4.14,1.26,21.727,31.571498,1.443105,9.842877,52.713882293400005,0.25404445,0.0,42.7465409524,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,28,78,一致,20260804150028,待评,未完成护城河初评,待核验
,,603823,百合花,SH,化学制品,周期,通过,周期行业（本次保留）,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,55.21,133.84,9.38,229.87660938,7.25,6.41,12.362,21.008597,1.477287,9.567672,7.182638935,0.03124563,0.0,21.4444625937,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,40,一致,20260804150028,待评,未完成护城河初评,待核验
,,603829,洛凯股份,SH,电网设备,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,14.78,212.72,1.88,27.5301383,1.37,1.96,10.666,21.275353,1.03778,7.415475,1.1467905148,0.04165582,0.0,47.7384903883,60,通过,38,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,48,一致,20260804150015,待评,未完成护城河初评,待核验
,84,603833,欧派家居,SH,家居用品,保留,通过,普通行业,淘汰,综合得分未进入前50,33.05,32.52,1.13,201.32502254,-2.1,1.35,20.845,33.906266,1.567647,13.158814,125.9131039611,0.62542203,0.0,46.7491722351,60,通过,56,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,20,76,一致,20260804150028,待评,未完成护城河初评,待核验
,249,603855,华荣股份,SH,专用设备,保留,通过,普通行业,淘汰,综合得分未进入前50,16.85,15.07,2.97,56.8706035,0.78,0.58,17.351,49.664397,0.951403,11.043793,14.9347256147,0.26260888,0.0,55.3704697009,60,通过,46,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,71,一致,20260804150020,待评,未完成护城河初评,待核验
,,603860,中公高科,SH,工程咨询服务Ⅱ,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,25.87,632.21,2.09,17.250116,0.51,2.19,8.255,49.992422,1.19897,21.286485,1.2174653082,0.07057722,0.0,17.2891322958,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,50,一致,20260804150010,待评,未完成护城河初评,待核验
,290,603866,桃李面包,SH,休闲食品,保留,通过,普通行业,淘汰,综合得分未进入前50,4.33,33.41,1.4,69.26783941,-2.04,0.81,16.244,23.793029,1.802004,10.98559,7.8192542265,0.11288434,0.0,27.9559635695,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,20,69,一致,20260804150024,待评,未完成护城河初评,待核验
,171,603868,飞科电器,SH,小家电,保留,通过,普通行业,淘汰,综合得分未进入前50,31.38,18.12,4.15,136.69128,-1.13,0.2,26.659,53.685882,1.157964,17.552492,35.2577614066,0.25793717,0.0,16.4477868569,60,通过,53,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,19,72,一致,20260804150022,待评,未完成护城河初评,待核验
,261,603877,太平鸟,SH,服装家纺,保留,通过,普通行业,淘汰,综合得分未进入前50,13.17,30.42,1.41,61.88646256,1.0,0.61,13.088,53.446341,2.953584,5.531857,30.2838694044,0.48934562,-0.002486,41.3961953209,60,通过,50,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,20,70,一致,20260804150026,待评,未完成护城河初评,待核验
,,603881,数据港,SH,通信服务,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,26.24,126.29,6.77,226.2025495,3.31,6.27,9.106,32.050695,8.840628,12.878575,18.6766192536,0.08256591,0.0,57.2965409153,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,4,49,一致,20260804150028,待评,未完成护城河初评,待核验
,,603886,元祖股份,SH,休闲食品,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,10.55,-9.01,1.89,25.32,-0.75,1.2,18.248,61.930811,2.030743,10.764251,20.4032988441,0.80581749,0.0,46.3733320173,60,通过,55,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,10,65,一致,20260804150009,待评,未完成护城河初评,待核验
,,603888,新华网,SH,数字媒体,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,17.27,81.39,3.46,128.18000981,2.07,1.88,9.474,34.508297,1.765089,15.099581,10.2975961678,0.08033699,0.0,26.9004712239,60,通过,45,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,7,52,一致,20260804150026,待评,未完成护城河初评,待核验
,,603893,瑞芯微,SH,半导体,保留,通过,普通行业,淘汰,当前 PE/PB 缺失、为负或超出本轮可比估值上限,189.27,60.79,16.95,800.51263862,2.84,4.4,14.974,38.293764,1.357365,14.793674,19.3148334155,0.02412808,0.0,21.5285781442,60,通过,40,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,0,40,一致,20260804150028,待评,未完成护城河初评,待核验
,133,603899,晨光股份,SH,文娱用品,保留,通过,普通行业,淘汰,综合得分未进入前50,23.21,15.77,2.44,212.556107,-1.53,0.42,22.609,19.737913,1.435588,8.163232,86.5198987729,0.40704499,0.0,45.3553759873,60,通过,49,普通行业：ROE、现金流、FCF、市值稳定性、毛利率和净利率,25,74,一致,20260804150027,待评,未完成护城河初评,待核验
